name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Hwang Hee-chan,MID,Wolves,0.3,0,0,0,0,0.0,550,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,32915,0,0,1,0.0,0,-3118,698,3816,61,True,0
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,446,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,91273,0,0,1,0.0,0,-1131,0,1131,45,True,0
Hákon Valdimarsson,GK,Brentford,-0.5,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,427296,0,,,0.0,0,-38391,12724,51115,39,False,0
Ian Maatsen,DEF,Aston Villa,0.0,0,0,0,0,0.0,45,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,137883,0,,,0.0,0,-462,648,1110,45,False,0
Ibrahima Konaté,DEF,Liverpool,2.0,0,0,0,0,0.0,326,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,817646,0,,,0.0,0,16437,66815,50378,52,True,0
Ibrahim Osman,MID,Brighton,0.0,0,0,0,0,0.0,127,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,378,0,,,0.0,0,0,0,0,50,True,0
Ibrahim Sangaré,MID,Nott'm Forest,1.2,0,0,4,0,10.4,442,0.02,0.02,0.00,0.63,294,0,0,1.3,2.6,2025-04-01T19:00:00Z,4,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,152814,0,0,1,0.0,1,2445,15177,12732,43,True,0
Idrissa Gueye,MID,Everton,2.0,0,0,0,0,0.0,222,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,35468,0,,,0.0,0,-6261,700,6961,48,False,0
Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,0,0,0,0,0.0,128,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,7903,0,,,0.0,0,-96,26,122,43,True,0
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,0,0,0,0,0.0,107,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,2461,0,,,0.0,0,29,88,59,59,False,0
Iliman Ndiaye,FWD,Everton,-0.8,0,0,0,0,0.0,232,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,86435,0,,,0.0,0,-22466,188,22654,52,False,0
Ilkay Gündogan,MID,Man City,2.8,0,0,0,0,0.0,625,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,45478,0,,,0.0,0,2955,3908,953,63,True,0
Illia Zabarnyi,DEF,Bournemouth,0.8,0,0,0,0,0.0,85,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,56138,0,,,0.0,0,1209,4241,3032,44,True,0
Imari Samuels,DEF,Brighton,0.0,0,0,0,0,0.0,663,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,3384,0,,,0.0,0,-66,0,66,40,True,0
Isaac Hayden,MID,Newcastle,0.0,0,0,0,0,0.0,400,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,6785,0,,,0.0,0,-94,0,94,44,True,0
Isaac Heath,MID,Everton,-1.0,0,0,0,0,0.0,773,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,144,0,,,0.0,0,-4,12,16,45,False,0
Ishé Samuels-Smith,DEF,Chelsea,0.5,0,0,0,0,0.0,782,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,308,0,,,0.0,0,24,42,18,40,True,0
Ismaïla Sarr,MID,Crystal Palace,6.0,0,0,0,0,0.0,585,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,1059536,0,,,0.0,0,717548,760944,43396,57,False,0
Ismeal Kabia,MID,Arsenal,0.5,0,0,0,0,0.0,659,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,1807,0,1,2,0.0,0,-6,31,37,45,True,0
Issa Diop,DEF,Fulham,0.2,0,0,8,0,1.3,245,0.01,0.01,0.00,2.24,291,2,0,1.5,11.8,2025-04-01T18:45:00Z,76,0,0,0,0,0,0,0,False,1,0,0,0,0,30,0,24319,1,1,2,2.0,1,-323,91,414,44,False,0
Issa Kaboré,DEF,Man City,0.0,0,0,0,0,0.0,626,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,519,0,,,0.0,0,-1,0,1,45,True,0
Ivan Juric,AM,Southampton,0.2,0,0,0,0,0.0,748,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,500,0,,,0.0,0,-55,77,132,5,True,0
Ivan Toney,FWD,Brentford,0.0,0,0,0,0,0.0,108,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,127364,0,,,0.0,0,-223,0,223,73,False,0
Iwan Morgan,FWD,Brentford,-0.5,0,0,0,0,0.0,780,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,2020,0,,,0.0,0,208,468,260,45,False,0
Jack Clarke,MID,Ipswich,1.8,0,0,0,0,0.0,631,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,4871,0,,,0.0,0,10,252,242,54,False,0
Jack Fletcher,MID,Man Utd,-0.5,0,0,0,0,0.0,667,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,1069,0,0,1,0.0,0,-4,27,31,45,False,0
Jack Grealish,MID,Man City,0.5,0,0,0,0,0.0,349,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,24619,0,,,0.0,0,53,422,369,64,True,0
Jack Harrison,MID,Everton,3.0,0,0,0,0,0.0,224,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,19355,0,,,0.0,0,-4088,680,4768,52,False,0
Jack Hinshelwood,MID,Brighton,2.3,0,0,0,0,0.0,126,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,6799,0,,,0.0,0,259,553,294,49,True,0
Jack Moorhouse,MID,Man Utd,-0.5,0,0,0,0,0.0,778,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,139,0,0,1,0.0,0,6,24,18,45,False,0
Jack Porter,GK,Arsenal,0.5,0,0,0,0,0.0,756,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,1225,0,1,2,0.0,0,43,146,103,40,True,0
Jack Stephens,DEF,Southampton,-0.2,0,0,0,0,0.0,472,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,39949,0,,,0.0,0,-1192,80,1272,40,True,0
Jack Taylor,MID,Ipswich,0.2,0,0,0,0,0.0,281,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,3107,0,,,0.0,0,-21,48,69,48,False,0
Jacob Greaves,DEF,Ipswich,-0.2,0,0,0,0,0.0,270,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,388913,0,,,0.0,0,-88653,3868,92521,39,False,0
Jacob Murphy,MID,Newcastle,2.0,0,0,0,0,0.0,402,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,698059,0,,,0.0,0,330766,387233,56467,50,True,0
Jacob Ramsey,MID,Aston Villa,3.0,0,0,0,0,0.0,53,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,40509,0,,,0.0,0,99,2855,2756,54,False,0
Jacob Slater,DEF,Brighton,0.0,0,0,0,0,0.0,685,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,2611,0,,,0.0,0,75,179,104,40,True,0
Jacob Wright,MID,Man City,0.0,0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,1135,0,,,0.0,0,-31,0,31,45,True,0
Jaden Philogene,MID,Ipswich,1.2,0,0,0,0,0.0,569,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,8395,0,,,0.0,0,-323,600,923,53,False,0
Jadon Sancho,MID,Chelsea,2.2,0,0,0,0,0.0,386,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,108053,0,,,0.0,0,-2960,864,3824,62,True,0
Jahmai Simpson-Pusey,DEF,Man City,0.5,0,0,0,0,0.0,672,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,3790,0,,,0.0,0,-74,89,163,40,True,0
Jaidon Anthony,MID,Bournemouth,0.0,0,0,0,0,0.0,61,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,10606,0,,,0.0,0,-56,0,56,45,True,0
Jake O'Brien,DEF,Everton,3.0,0,0,0,0,0.0,582,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,43233,0,,,0.0,0,8110,17420,9310,45,False,0
Jakub Kiwior,DEF,Arsenal,1.2,0,0,11,0,1.7,8,0.01,0.11,0.10,0.81,291,1,0,2.5,17.8,2025-04-01T18:45:00Z,74,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,19166,0,1,2,5.0,2,-64,177,241,48,True,0
Jakub Moder,MID,Brighton,0.0,0,0,0,0,0.0,137,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,49543,0,,,0.0,0,-1512,0,1512,44,True,0
Jakub Stolarczyk,GK,Leicester,-0.5,0,0,0,0,0.0,304,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,53653,0,,,0.0,0,-3508,662,4170,40,False,0
Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,0,0.0,407,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,601,0,,,0.0,0,8,39,31,45,True,0
Jamaldeen Jimoh,MID,Aston Villa,0.0,0,0,0,0,0.0,710,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,418,0,,,0.0,0,7,35,28,45,False,0
Jamal Lewis,DEF,Newcastle,0.0,0,0,0,0,0.0,408,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,15355,0,,,0.0,0,-106,0,106,40,True,0
James Bree,DEF,Southampton,-0.5,0,0,0,0,0.0,457,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,40045,0,,,0.0,0,-3567,63,3630,39,True,0
James Garner,MID,Everton,0.3,0,0,0,0,0.0,223,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,2291,0,,,0.0,0,-143,51,194,49,False,0
James Hill,DEF,Bournemouth,0.8,0,0,0,0,0.0,68,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,65449,0,,,0.0,0,-2243,1308,3551,39,True,0
James Justin,DEF,Leicester,0.5,0,0,0,0,0.0,295,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,134997,0,,,0.0,0,-2341,5025,7366,41,False,0
James Maddison,MID,Spurs,-0.2,0,0,0,0,0.0,494,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,524365,0,,,0.0,0,-24099,10524,34623,74,False,0
James McAtee,MID,Man City,0.5,0,0,0,0,0.0,357,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,10372,0,,,0.0,0,-643,350,993,46,True,0
James McConnell,MID,Liverpool,1.0,0,0,0,0,0.0,330,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,5840,0,,,0.0,0,-2,118,120,44,True,0
James Milner,MID,Brighton,0.0,0,0,0,0,0.0,134,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,4190,0,,,0.0,0,-8,29,37,50,True,0
James Tarkowski,DEF,Everton,0.3,0,0,0,0,0.0,236,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,381417,0,,,0.0,0,-50593,3941,54534,49,False,0
James Ward-Prowse,MID,West Ham,2.0,0,0,9,0,3.4,531,0.10,0.13,0.03,0.52,295,1,0,0.9,4.4,2025-04-01T18:45:00Z,76,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,58533,1,0,1,1.0,2,-319,323,642,61,False,0
Jamie Vardy,FWD,Leicester,0.8,0,0,0,0,0.0,306,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,542547,0,,,0.0,0,-17040,5965,23005,53,False,0
Jan Paul van Hecke,DEF,Brighton,3.3,0,0,0,0,0.0,144,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,138599,0,,,0.0,0,2097,16819,14722,45,True,0
Jannik Vestergaard,DEF,Leicester,-0.5,0,0,0,0,0.0,307,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,194936,0,,,0.0,0,-6191,1002,7193,39,False,0
Jan Bednarek,DEF,Southampton,-0.2,0,0,0,0,0.0,455,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,262157,0,,,0.0,0,-15732,4035,19767,40,True,0
Jarell Quansah,DEF,Liverpool,1.5,0,0,0,0,0.0,333,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,141434,0,,,0.0,0,13131,25479,12348,39,True,0
Jarrad Branthwaite,DEF,Everton,0.3,0,0,0,0,0.0,219,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,175809,0,,,0.0,0,-15422,1403,16825,48,False,0
Jarrod Bowen,MID,West Ham,3.0,0,0,11,0,20.4,514,0.59,0.77,0.18,0.89,295,1,0,5.3,10.0,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,1067106,1,0,1,23.0,2,-70920,105837,176757,76,False,0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,82910,0,,,0.0,0,-1948,139,2087,41,True,0
Jayce Fitzgerald,MID,Man Utd,-0.5,0,0,0,0,0.0,673,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,654,0,0,1,0.0,0,-2,18,20,45,False,0
Jayden Danns,FWD,Liverpool,0.0,0,0,0,0,0.0,709,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,2040,0,,,0.0,0,-128,0,128,45,True,0
Jayden Meghoma,DEF,Brentford,0.0,0,0,0,0,0.0,649,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,4153,0,,,0.0,0,-67,0,67,40,False,0
Jay Stansfield,FWD,Fulham,0.0,0,0,0,0,0.0,256,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,30,0,3994,0,1,2,0.0,0,-7,0,7,50,False,0
Jean-Clair Todibo,DEF,West Ham,1.0,0,0,0,0,0.0,591,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,29153,0,0,1,0.0,0,434,1906,1472,42,False,0
Jean-Philippe Mateta,FWD,Crystal Palace,0.5,0,0,0,0,0.0,207,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,1427674,0,,,0.0,0,779824,854786,74962,76,False,0
Jean-Ricner Bellegarde,MID,Wolves,6.3,0,0,10,1,8.2,535,0.02,0.05,0.03,1.02,295,0,0,1.5,4.0,2025-04-01T18:45:00Z,89,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,46361,1,0,1,3.0,3,10179,23841,13662,49,True,0
Jefferson Lerma Solís,MID,Crystal Palace,2.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,5575,0,,,0.0,0,151,327,176,48,False,0
Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,5402,0,,,0.0,0,-107,0,107,46,False,0
Jenson Metcalfe,MID,Everton,0.0,0,0,0,0,0.0,614,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,427,0,,,0.0,0,-3,0,3,45,False,0
Jens Cajuste,MID,Ipswich,3.2,0,0,0,0,0.0,619,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,17572,0,,,0.0,0,2077,3661,1584,45,False,0
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,0,0.0,141,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,1064,0,,,0.0,0,-4,0,4,49,True,0
Jesper Lindstrøm,MID,Everton,1.0,0,0,0,0,0.0,577,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,8476,0,,,0.0,0,-794,97,891,50,False,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,3016,0,,,0.0,0,-21,0,21,45,False,0
Jhon Durán,FWD,Aston Villa,0.0,0,0,0,0,0.0,38,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,189558,0,,,0.0,0,-2650,0,2650,57,False,0
Jimi Gower,MID,Arsenal,1.7,0,0,0,0,0.0,790,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,0,0,1,2,0.0,0,0,0,0,45,True,0
Joachim Andersen,DEF,Fulham,1.5,0,0,3,0,1.2,191,0.02,0.02,0.00,2.31,291,2,0,4.0,39.2,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,30,0,413257,1,1,2,0.0,0,-9849,4034,13883,42,False,1
Joachim Kayi-Sanda,DEF,Southampton,-0.5,0,0,0,0,0.0,719,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,821,0,,,0.0,0,-56,29,85,40,True,0
Joelinton Cássio Apolinário de Lira,MID,Newcastle,2.0,0,0,0,0,0.0,403,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,124206,0,,,0.0,0,3026,4275,1249,60,True,0
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,8125,0,,,0.0,0,-81,43,124,43,False,0
Joe Aribo,MID,Southampton,0.5,0,0,0,0,0.0,452,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,7799,0,,,0.0,0,-1405,103,1508,49,True,0
Joe Gauci,GK,Aston Villa,0.0,0,0,0,0,0.0,39,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,64481,0,,,0.0,0,-1997,0,1997,40,False,0
Joe Gomez,DEF,Liverpool,0.0,0,0,0,0,0.0,322,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,44868,0,,,0.0,0,-481,23,504,47,True,0
Joe Hodge,MID,Wolves,0.0,0,0,0,0,0.0,551,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,18554,0,0,1,0.0,0,-112,0,112,45,True,0
Joe Knight,MID,Brighton,0.0,0,0,0,0,0.0,758,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,305,0,,,0.0,0,-6,48,54,45,True,0
Joe Lumley,GK,Southampton,-0.5,0,0,0,0,0.0,466,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,55824,0,,,0.0,0,-4086,172,4258,40,True,0
Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,419,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,13721,0,,,0.0,0,-66,0,66,45,True,0
Joe Willock,MID,Newcastle,1.0,0,0,0,0,0.0,420,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,16028,0,,,0.0,0,104,533,429,47,True,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,2210,0,0,1,0.0,0,-8,0,8,45,True,0
John McGinn,MID,Aston Villa,1.0,0,0,0,0,0.0,48,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,73627,0,,,0.0,0,-193,759,952,52,False,0
